0, 0, 923, 0
0, 1, 904, 0
0, 2, 937, 0
0, 3, 928, 0
0, 4, 917, 0
0, 5, 936, 0
0, 6, 918, 0
0, 7, 928, 0
0, 8, 928, 0
0, 9, 900, 0
0, 10, 926, 0
0, 11, 928, 0
0, 12, 921, 0
0, 13, 929, 0
0, 14, 927, 0
0, 15, 917, 0
0, 16, 918, 0
0, 17, 918, 0
0, 18, 932, 0
0, 19, 921, 0
0, 20, 924, 0
0, 21, 930, 0
0, 22, 929, 0
0, 23, 924, 0
0, 24, 929, 0
0, 25, 927, 0
0, 26, 921, 0
0, 27, 919, 0
0, 28, 926, 0
0, 29, 936, 0
0, 30, 917, 0
0, 31, 933, 0
0, 32, 919, 0
0, 33, 931, 0
0, 34, 926, 0
0, 35, 929, 0
0, 36, 931, 0
0, 37, 925, 0
0, 38, 925, 0
0, 39, 932, 0
0, 40, 915, 0
0, 41, 933, 0
0, 42, 926, 0
0, 43, 924, 0
0, 44, 939, 0
0, 45, 937, 0
0, 46, 927, 0
0, 47, 919, 0
0, 48, 931, 0
0, 49, 920, 0
0, 50, 921, 0
0, 51, 916, 0
0, 52, 932, 0
0, 53, 923, 0
0, 54, 917, 0
0, 55, 921, 0
0, 56, 937, 0
0, 57, 920, 0
0, 58, 926, 0
0, 59, 922, 0
1, 0, 934, 0
1, 1, 936, 0
1, 2, 944, 0
1, 3, 953, 0
1, 4, 950, 0
1, 5, 963, 0
1, 6, 944, 0
1, 7, 948, 0
1, 8, 952, 0
1, 9, 945, 0
1, 10, 947, 0
1, 11, 953, 0
1, 12, 952, 0
1, 13, 951, 0
1, 14, 944, 0
1, 15, 944, 0
1, 16, 955, 0
1, 17, 948, 0
1, 18, 931, 0
1, 19, 947, 0
1, 20, 942, 0
1, 21, 964, 0
1, 22, 959, 0
1, 23, 959, 0
1, 24, 944, 0
1, 25, 948, 0
1, 26, 932, 0
1, 27, 946, 0
1, 28, 950, 0
1, 29, 941, 0
1, 30, 955, 0
1, 31, 950, 0
1, 32, 956, 0
1, 33, 924, 0
1, 34, 927, 0
1, 35, 973, 0
1, 36, 925, 0
1, 37, 956, 0
1, 38, 943, 0
1, 39, 953, 0
1, 40, 955, 0
1, 41, 961, 0
1, 42, 968, 0
1, 43, 948, 0
1, 44, 957, 0
1, 45, 948, 0
1, 46, 968, 0
1, 47, 960, 0
1, 48, 954, 0
1, 49, 936, 0
1, 50, 931, 0
1, 51, 952, 0
1, 52, 952, 0
1, 53, 959, 0
